Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,HCAHPS Measure ID,HCAHPS Question,HCAHPS Answer Description,HCAHPS Answer Percent,Number of Completed Surveys,Survey Response Rate Percent,Latitude,Longitude
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,HSP_A,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",69,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,HSP_U,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",22,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,HSP_SN,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",9,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,1_A,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",75,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,1_U,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",21,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,1_SN,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",4,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,2_A,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,2_U,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",17,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,2_SN,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,3_A,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",63,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,3_U,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",27,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,3_SN,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",10,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,4_A,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",67,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,4_U,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",27,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,4_SN,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",6,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,5_A,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",59,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,5_U,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",21,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,5_SN,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",20,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,6_Y,"Patients who reported that YES,  they were given information about what to do during their recovery at home","Yes,  staff ""did"" give patients this information",88,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
20001,PROVIDENCE ALASKA MEDICAL CENTER,3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,ANCHORAGE,9075622211,6_N,"Patients who reported that NO,  they were not given information about what to do during their recovery at home","No,  staff ""did not"" give patients this information",12,1921,21,61.1886585,-149.8196061,40.73658030,-73.67334950
